F1,F2,F3,F4,F5,F6,F7,F8,label
-2.02E-09,1,-0.200439428,1.63E-11,1.23E-10,2.84E-10,1.99E-10,4.99E-10,A
-1.90E-09,1,-0.188532136,1.53E-11,1.23E-10,2.83E-10,2.00E-10,4.98E-10,A
-1.16E-08,1,-1.151038301,9.62E-11,1.23E-10,3.63E-10,1.19E-10,5.79E-10,A
-1.18E-08,1,-1.170883789,9.78E-11,1.23E-10,3.65E-10,1.18E-10,5.81E-10,A
-2.30E-09,1,-0.228223112,1.87E-11,1.23E-10,2.86E-10,1.97E-10,5.02E-10,A
-8.63E-09,1,-0.856332805,7.14E-11,1.23E-10,3.39E-10,1.44E-10,5.54E-10,A
-8.47E-09,1,-0.840456415,7.01E-11,1.23E-10,3.37E-10,1.45E-10,5.53E-10,A
-1.51E-08,1,-1.498334341,1.25E-10,1.23E-10,3.93E-10,9.00E-11,6.08E-10,A
-5.36E-09,1,-0.531859077,4.42E-11,1.23E-10,3.11E-10,1.71E-10,5.27E-10,A
-1.54E-08,1,-1.528102573,1.28E-10,1.23E-10,3.95E-10,8.75E-11,6.11E-10,A
-2.18E-08,1,-2.163158187,1.81E-10,1.23E-10,4.48E-10,3.42E-11,6.64E-10,A
-1.56E-08,1,-1.547948061,1.30E-10,1.23E-10,3.97E-10,8.58E-11,6.13E-10,A
-2.16E-08,1,-2.143312699,1.80E-10,1.23E-10,4.47E-10,3.58E-11,6.63E-10,A
-1.86E-08,1,-1.84563038,1.55E-10,1.23E-10,4.22E-10,6.08E-11,6.38E-10,A
-1.84E-08,1,-1.825784892,1.53E-10,1.23E-10,4.20E-10,6.25E-11,6.36E-10,A
-1.49E-08,1,-1.478488853,1.24E-10,1.23E-10,3.91E-10,9.17E-11,6.07E-10,A
-1.21E-08,1,-1.200652021,1.00E-10,1.23E-10,3.68E-10,1.15E-10,5.83E-10,A
-8.62E-09,1,-0.855340531,7.13E-11,1.23E-10,3.39E-10,1.44E-10,5.54E-10,A
-1.24E-08,1,-1.230420253,1.03E-10,1.23E-10,3.70E-10,1.13E-10,5.86E-10,A
-1.19E-08,1,-1.180806533,9.87E-11,1.23E-10,3.66E-10,1.17E-10,5.82E-10,A
-1.50E-08,1,-1.488411597,1.25E-10,1.23E-10,3.92E-10,9.08E-11,6.08E-10,A
-7.83E-09,1,-0.776950854,6.48E-11,1.23E-10,3.32E-10,1.51E-10,5.48E-10,A
-1.43E-08,1,-1.418952389,1.19E-10,1.23E-10,3.86E-10,9.67E-11,6.02E-10,A
-1.47E-08,1,-1.458643365,1.22E-10,1.23E-10,3.89E-10,9.33E-11,6.05E-10,A
-1.83E-08,1,-1.815862148,1.52E-10,1.23E-10,4.19E-10,6.33E-11,6.35E-10,A
-1.53E-08,1,-1.518179829,1.27E-10,1.23E-10,3.94E-10,8.83E-11,6.10E-10,A
-1.22E-08,1,-1.210574765,1.01E-10,1.23E-10,3.68E-10,1.14E-10,5.84E-10,A
-1.57E-08,1,-1.557870805,1.30E-10,1.23E-10,3.98E-10,8.50E-11,6.13E-10,A
-1.89E-08,1,-1.875398612,1.57E-10,1.23E-10,4.24E-10,5.83E-11,6.40E-10,A
-1.20E-08,1,-1.190729277,9.95E-11,1.23E-10,3.67E-10,1.16E-10,5.83E-10,A
-1.86E-08,1,-1.84563038,1.55E-10,1.23E-10,4.22E-10,6.08E-11,6.38E-10,A
-1.53E-08,1,-1.518179829,1.27E-10,1.23E-10,3.94E-10,8.83E-11,6.10E-10,A
-5.90E-09,1,-0.585441895,4.87E-11,1.23E-10,3.16E-10,1.67E-10,5.32E-10,A
-1.90E-08,1,-1.885321356,1.58E-10,1.23E-10,4.25E-10,5.75E-11,6.41E-10,A
-8.87E-09,1,-0.880147391,7.34E-11,1.23E-10,3.41E-10,1.42E-10,5.56E-10,A
-1.23E-08,1,-1.220497509,1.02E-10,1.23E-10,3.69E-10,1.13E-10,5.85E-10,A
-1.55E-08,1,-1.538025317,1.29E-10,1.23E-10,3.96E-10,8.67E-11,6.12E-10,A
-9.38E-09,1,-0.930753385,7.77E-11,1.23E-10,3.45E-10,1.38E-10,5.61E-10,A
-2.38E-09,1,-0.236161307,1.93E-11,1.23E-10,2.87E-10,1.96E-10,5.02E-10,A
-1.20E-08,1,-1.190729277,9.95E-11,1.23E-10,3.67E-10,1.16E-10,5.83E-10,A
-1.21E-08,1,-1.200652021,1.00E-10,1.23E-10,3.68E-10,1.15E-10,5.83E-10,A
-1.21E-08,1,-1.200652021,1.00E-10,1.23E-10,3.68E-10,1.15E-10,5.83E-10,A
-1.48E-08,1,-1.468566109,1.23E-10,1.23E-10,3.90E-10,9.25E-11,6.06E-10,A
-1.83E-08,1,-1.815862148,1.52E-10,1.23E-10,4.19E-10,6.33E-11,6.35E-10,A
-2.17E-08,1,-2.153235443,1.80E-10,1.23E-10,4.48E-10,3.50E-11,6.63E-10,A
-2.22E-08,1,-2.202849163,1.85E-10,1.23E-10,4.52E-10,3.08E-11,6.68E-10,A
-2.22E-08,1,-2.202849163,1.85E-10,1.23E-10,4.52E-10,3.08E-11,6.68E-10,A
-2.25E-08,1,-2.232617395,1.87E-10,1.23E-10,4.54E-10,2.83E-11,6.70E-10,A
-1.55E-08,1,-1.538025317,1.29E-10,1.23E-10,3.96E-10,8.67E-11,6.12E-10,A
-2.28E-08,1,-2.262385627,1.90E-10,1.23E-10,4.57E-10,2.58E-11,6.73E-10,A
-2.57E-08,1,-2.550145202,2.14E-10,1.23E-10,4.81E-10,1.67E-12,6.97E-10,A
-2.59E-08,1,-2.56999069,2.15E-10,1.23E-10,4.83E-10,0,6.98E-10,A
-1.00E-08,1,-0.992274398,8.28E-11,1.23E-10,3.50E-10,1.33E-10,5.66E-10,A
-1.00E-08,1,-0.992274398,8.28E-11,1.23E-10,3.50E-10,1.33E-10,5.66E-10,A
-1.63E-08,1,-1.617407268,1.35E-10,1.23E-10,4.03E-10,8.00E-11,6.18E-10,A
-1.29E-08,1,-1.280033973,1.07E-10,1.23E-10,3.74E-10,1.08E-10,5.90E-10,A
-1.66E-08,1,-1.6471755,1.38E-10,1.23E-10,4.05E-10,7.75E-11,6.21E-10,A
-1.32E-08,1,-1.309802205,1.10E-10,1.23E-10,3.77E-10,1.06E-10,5.93E-10,A
-2.58E-08,1,-2.560067946,2.15E-10,1.23E-10,4.82E-10,8.33E-13,6.98E-10,A
-1.30E-08,1,-1.289956717,1.08E-10,1.23E-10,3.75E-10,1.08E-10,5.91E-10,A
-9.96E-09,1,-0.9883053,8.25E-11,1.23E-10,3.50E-10,1.33E-10,5.66E-10,A
-3.70E-09,1,-0.367141527,3.03E-11,1.23E-10,2.98E-10,1.85E-10,5.13E-10,A
-5.81E-10,1,-0.057651143,4.35E-12,1.23E-10,2.72E-10,2.11E-10,4.87E-10,A
-9.53E-09,1,-0.945637501,7.89E-11,1.23E-10,3.46E-10,1.36E-10,5.62E-10,A
-1.01E-08,1,-1.002197142,8.37E-11,1.23E-10,3.51E-10,1.32E-10,5.67E-10,A
-3.89E-09,1,-0.385994741,3.19E-11,1.23E-10,2.99E-10,1.83E-10,5.15E-10,A
-1.31E-08,1,-1.299879461,1.09E-10,1.23E-10,3.76E-10,1.07E-10,5.92E-10,A
-1.32E-08,1,-1.309802205,1.10E-10,1.23E-10,3.77E-10,1.06E-10,5.93E-10,A
-1.94E-08,1,-1.925012332,1.61E-10,1.23E-10,4.28E-10,5.42E-11,6.44E-10,A
-1.68E-08,1,-1.667020988,1.40E-10,1.23E-10,4.07E-10,7.58E-11,6.23E-10,A
-9.57E-09,1,-0.949606599,7.93E-11,1.23E-10,3.46E-10,1.36E-10,5.62E-10,A
-1.68E-08,1,-1.667020988,1.40E-10,1.23E-10,4.07E-10,7.58E-11,6.23E-10,A
-3.92E-09,1,-0.388971564,3.22E-11,1.23E-10,2.99E-10,1.83E-10,5.15E-10,A
-4.58E-09,1,-0.454461674,3.77E-11,1.23E-10,3.05E-10,1.78E-10,5.21E-10,A
-1.01E-08,1,-1.002197142,8.37E-11,1.23E-10,3.51E-10,1.32E-10,5.67E-10,A
-1.61E-08,1,-1.597561781,1.34E-10,1.23E-10,4.01E-10,8.17E-11,6.17E-10,A
-1.31E-08,1,-1.299879461,1.09E-10,1.23E-10,3.76E-10,1.07E-10,5.92E-10,A
-1.59E-08,1,-1.577716293,1.32E-10,1.23E-10,3.99E-10,8.33E-11,6.15E-10,A
-2.21E-08,1,-2.192926419,1.84E-10,1.23E-10,4.51E-10,3.17E-11,6.67E-10,A
-9.60E-09,1,-0.952583422,7.95E-11,1.23E-10,3.47E-10,1.36E-10,5.63E-10,A
-1.25E-08,1,-1.240342997,1.04E-10,1.23E-10,3.71E-10,1.12E-10,5.87E-10,A
-6.68E-09,1,-0.662839298,5.52E-11,1.23E-10,3.22E-10,1.60E-10,5.38E-10,A
-1.31E-08,1,-1.299879461,1.09E-10,1.23E-10,3.76E-10,1.07E-10,5.92E-10,A
-9.83E-11,1,-0.009754057,3.27E-13,1.23E-10,2.67E-10,2.15E-10,4.83E-10,A
-2.33E-10,1,-0.023119993,1.45E-12,1.23E-10,2.69E-10,2.14E-10,4.84E-10,A
-8.18E-11,1,-0.008116805,1.90E-13,1.23E-10,2.67E-10,2.15E-10,4.83E-10,A
5.75E-09,1,0.570557779,-4.84E-11,1.23E-10,2.19E-10,2.64E-10,4.35E-10,A
-1.00E-08,1,-0.992274398,8.28E-11,1.23E-10,3.50E-10,1.33E-10,5.66E-10,A
-1.64E-08,1,-1.627330012,1.36E-10,1.23E-10,4.03E-10,7.92E-11,6.19E-10,A
-6.84E-09,1,-0.678715688,5.65E-11,1.23E-10,3.24E-10,1.59E-10,5.40E-10,A
-6.47E-09,1,-0.642001535,5.34E-11,1.23E-10,3.21E-10,1.62E-10,5.36E-10,A
-3.99E-09,1,-0.395917485,3.28E-11,1.23E-10,3.00E-10,1.83E-10,5.16E-10,A
-1.47E-10,1,-0.014586434,7.33E-13,1.23E-10,2.68E-10,2.15E-10,4.84E-10,A
-3.77E-09,1,-0.374087448,3.09E-11,1.23E-10,2.98E-10,1.84E-10,5.14E-10,A
-1.67E-08,1,-1.657098244,1.39E-10,1.23E-10,4.06E-10,7.67E-11,6.22E-10,A
-3.64E-09,1,-0.361187881,2.98E-11,1.23E-10,2.97E-10,1.86E-10,5.13E-10,A
-1.65E-08,1,-1.637252756,1.37E-10,1.23E-10,4.04E-10,7.83E-11,6.20E-10,A
-1.66E-08,1,-1.6471755,1.38E-10,1.23E-10,4.05E-10,7.75E-11,6.21E-10,A
-7.17E-09,1,-0.711460743,5.93E-11,1.23E-10,3.26E-10,1.56E-10,5.42E-10,A
-3.83E-09,1,-0.380041094,3.14E-11,1.23E-10,2.99E-10,1.84E-10,5.14E-10,A
-6.30E-10,1,-0.062513287,4.76E-12,1.23E-10,2.72E-10,2.11E-10,4.88E-10,A
-6.91E-09,1,-0.685661609,5.71E-11,1.23E-10,3.24E-10,1.58E-10,5.40E-10,A
-1.60E-08,1,-1.587639037,1.33E-10,1.23E-10,4.00E-10,8.25E-11,6.16E-10,A
-6.32E-09,1,-0.627117419,5.22E-11,1.23E-10,3.19E-10,1.63E-10,5.35E-10,A
-9.64E-09,1,-0.95655252,7.98E-11,1.23E-10,3.47E-10,1.36E-10,5.63E-10,A
-1.01E-08,1,-1.002197142,8.37E-11,1.23E-10,3.51E-10,1.32E-10,5.67E-10,A
-6.31E-09,1,-0.626125145,5.21E-11,1.23E-10,3.19E-10,1.63E-10,5.35E-10,A
-9.07E-09,1,-0.899992879,7.51E-11,1.23E-10,3.42E-10,1.40E-10,5.58E-10,A
3.07E-10,1,0.030462824,-3.05E-12,1.23E-10,2.64E-10,2.18E-10,4.80E-10,A
-6.06E-09,1,-0.601318285,5.00E-11,1.23E-10,3.17E-10,1.65E-10,5.33E-10,A
-5.92E-09,1,-0.587426444,4.88E-11,1.23E-10,3.16E-10,1.67E-10,5.32E-10,A
-9.23E-09,1,-0.915869269,7.64E-11,1.23E-10,3.44E-10,1.39E-10,5.59E-10,A
-3.08E-09,1,-0.305620515,2.52E-11,1.23E-10,2.92E-10,1.90E-10,5.08E-10,A
-6.32E-09,1,-0.627117419,5.22E-11,1.23E-10,3.19E-10,1.63E-10,5.35E-10,A
-9.04E-09,1,-0.897016056,7.48E-11,1.23E-10,3.42E-10,1.41E-10,5.58E-10,A
-2.98E-09,1,-0.295697771,2.43E-11,1.23E-10,2.92E-10,1.91E-10,5.07E-10,A
3.60E-09,1,0.357218783,-3.05E-11,1.23E-10,2.37E-10,2.46E-10,4.53E-10,A
3.85E-09,1,0.382025643,-3.26E-11,1.23E-10,2.35E-10,2.48E-10,4.50E-10,A
1.71E-08,1,1.69678922,-1.43E-10,1.23E-10,1.24E-10,3.58E-10,3.40E-10,A
4.72E-09,1,0.468353516,-3.98E-11,1.23E-10,2.27E-10,2.55E-10,4.43E-10,A
-2.46E-09,1,-0.244099502,2.00E-11,1.23E-10,2.87E-10,1.95E-10,5.03E-10,A
3.71E-09,1,0.368133802,-3.14E-11,1.23E-10,2.36E-10,2.47E-10,4.52E-10,A
-2.31E-09,1,-0.229215386,1.88E-11,1.23E-10,2.86E-10,1.97E-10,5.02E-10,A
-5.58E-09,1,-0.553689114,4.60E-11,1.23E-10,3.13E-10,1.69E-10,5.29E-10,A
7.41E-10,1,0.073527533,-6.67E-12,1.23E-10,2.60E-10,2.22E-10,4.76E-10,A
3.71E-09,1,0.368133802,-3.14E-11,1.23E-10,2.36E-10,2.47E-10,4.52E-10,A
1.47E-09,1,0.145864336,-1.27E-11,1.23E-10,2.54E-10,2.28E-10,4.70E-10,A
4.01E-09,1,0.397902034,-3.39E-11,1.23E-10,2.33E-10,2.49E-10,4.49E-10,A
1.35E-08,1,1.339570437,-1.13E-10,1.23E-10,1.54E-10,3.28E-10,3.70E-10,A
2.58E-10,1,0.025600679,-2.64E-12,1.23E-10,2.65E-10,2.18E-10,4.80E-10,A
7.08E-09,1,0.702530274,-5.95E-11,1.23E-10,2.08E-10,2.75E-10,4.24E-10,A
-2.23E-09,1,-0.221277191,1.81E-11,1.23E-10,2.85E-10,1.97E-10,5.01E-10,A
4.45E-09,1,0.441562107,-3.76E-11,1.23E-10,2.30E-10,2.53E-10,4.45E-10,A
-5.50E-09,1,-0.545750919,4.53E-11,1.23E-10,3.13E-10,1.70E-10,5.28E-10,A
-2.54E-09,1,-0.252037697,2.07E-11,1.23E-10,2.88E-10,1.95E-10,5.04E-10,A
-2.69E-09,1,-0.266921813,2.19E-11,1.23E-10,2.89E-10,1.93E-10,5.05E-10,A
-2.38E-09,1,-0.236161307,1.93E-11,1.23E-10,2.87E-10,1.96E-10,5.02E-10,A
1.36E-08,1,1.349493181,-1.14E-10,1.23E-10,1.53E-10,3.29E-10,3.69E-10,A
1.01E-08,1,1.002197142,-8.47E-11,1.23E-10,1.83E-10,3.00E-10,3.98E-10,A
6.94E-09,1,0.688638432,-5.83E-11,1.23E-10,2.09E-10,2.74E-10,4.25E-10,A
9.77E-09,1,0.969452087,-8.19E-11,1.23E-10,1.85E-10,2.97E-10,4.01E-10,A
7.11E-10,1,0.07055071,-6.42E-12,1.23E-10,2.61E-10,2.22E-10,4.77E-10,A
1.90E-10,1,0.018853214,-2.07E-12,1.23E-10,2.65E-10,2.17E-10,4.81E-10,A
9.64E-09,1,0.95655252,-8.08E-11,1.23E-10,1.86E-10,2.96E-10,4.02E-10,A
1.60E-08,1,1.587639037,-1.34E-10,1.23E-10,1.33E-10,3.49E-10,3.49E-10,A
1.33E-08,1,1.319724949,-1.11E-10,1.23E-10,1.56E-10,3.27E-10,3.72E-10,A
2.92E-08,1,2.897441242,-2.44E-10,1.23E-10,2.33E-11,4.59E-10,2.39E-10,A
2.30E-08,1,2.282231115,-1.92E-10,1.23E-10,7.50E-11,4.08E-10,2.91E-10,A
1.35E-08,1,1.339570437,-1.13E-10,1.23E-10,1.54E-10,3.28E-10,3.70E-10,A
2.02E-08,1,2.004394284,-1.69E-10,1.23E-10,9.83E-11,3.84E-10,3.14E-10,A
1.65E-08,1,1.637252756,-1.38E-10,1.23E-10,1.29E-10,3.53E-10,3.45E-10,A
1.93E-08,1,1.915089588,-1.61E-10,1.23E-10,1.06E-10,3.77E-10,3.22E-10,A
3.20E-08,1,3.175278073,-2.67E-10,1.23E-10,0,4.83E-10,2.16E-10,A
1.29E-08,1,1.280033973,-1.08E-10,1.23E-10,1.59E-10,3.23E-10,3.75E-10,A
1.93E-08,1,1.915089588,-1.61E-10,1.23E-10,1.06E-10,3.77E-10,3.22E-10,A
1.04E-08,1,1.031965374,-8.72E-11,1.23E-10,1.80E-10,3.03E-10,3.96E-10,A
1.33E-08,1,1.319724949,-1.11E-10,1.23E-10,1.56E-10,3.27E-10,3.72E-10,A
1.60E-08,1,1.587639037,-1.34E-10,1.23E-10,1.33E-10,3.49E-10,3.49E-10,A
1.31E-08,1,1.299879461,-1.10E-10,1.23E-10,1.58E-10,3.25E-10,3.73E-10,A
1.30E-08,1,1.289956717,-1.09E-10,1.23E-10,1.58E-10,3.24E-10,3.74E-10,A
1.61E-08,1,1.597561781,-1.35E-10,1.23E-10,1.33E-10,3.50E-10,3.48E-10,A
1.22E-08,1,1.210574765,-1.02E-10,1.23E-10,1.65E-10,3.18E-10,3.81E-10,A
1.24E-08,1,1.230420253,-1.04E-10,1.23E-10,1.63E-10,3.19E-10,3.79E-10,A
1.23E-08,1,1.220497509,-1.03E-10,1.23E-10,1.64E-10,3.18E-10,3.80E-10,A
1.84E-08,1,1.825784892,-1.54E-10,1.23E-10,1.13E-10,3.69E-10,3.29E-10,A
6.12E-09,1,0.607271931,-5.15E-11,1.23E-10,2.16E-10,2.67E-10,4.32E-10,A
-3.84E-10,1,-0.038103337,2.71E-12,1.23E-10,2.70E-10,2.13E-10,4.86E-10,A
2.58E-09,1,0.256006795,-2.20E-11,1.23E-10,2.45E-10,2.37E-10,4.61E-10,A
-3.93E-09,1,-0.389963838,3.23E-11,1.23E-10,2.99E-10,1.83E-10,5.15E-10,A
8.92E-09,1,0.885108763,-7.48E-11,1.23E-10,1.92E-10,2.90E-10,4.08E-10,A
1.22E-08,1,1.210574765,-1.02E-10,1.23E-10,1.65E-10,3.18E-10,3.81E-10,A
2.94E-09,1,0.291728673,-2.50E-11,1.23E-10,2.42E-10,2.40E-10,4.58E-10,A
8.93E-09,1,0.886101037,-7.49E-11,1.23E-10,1.92E-10,2.90E-10,4.08E-10,A
9.30E-09,1,0.92281519,-7.80E-11,1.23E-10,1.89E-10,2.93E-10,4.05E-10,A
9.19E-09,1,0.911900172,-7.71E-11,1.23E-10,1.90E-10,2.92E-10,4.06E-10,A
1.18E-08,1,1.170883789,-9.88E-11,1.23E-10,1.68E-10,3.14E-10,3.84E-10,A
7.98E-09,1,0.791834969,-6.70E-11,1.23E-10,2.00E-10,2.82E-10,4.16E-10,A
1.40E-08,1,1.389184157,-1.17E-10,1.23E-10,1.50E-10,3.33E-10,3.66E-10,A
8.18E-09,1,0.811680457,-6.87E-11,1.23E-10,1.99E-10,2.84E-10,4.14E-10,A
1.76E-09,1,0.174640294,-1.52E-11,1.23E-10,2.52E-10,2.31E-10,4.68E-10,A
-5.35E-09,1,-0.530866803,4.41E-11,1.23E-10,3.11E-10,1.71E-10,5.27E-10,A
4.26E-09,1,0.422708893,-3.60E-11,1.23E-10,2.31E-10,2.51E-10,4.47E-10,A
-2.02E-09,1,-0.200439428,1.63E-11,1.23E-10,2.84E-10,1.99E-10,4.99E-10,A
4.62E-09,1,0.458430772,-3.90E-11,1.23E-10,2.28E-10,2.54E-10,4.44E-10,A
4.77E-09,1,0.473314888,-4.02E-11,1.23E-10,2.27E-10,2.56E-10,4.43E-10,A
-4.67E-09,1,-0.463392144,3.84E-11,1.23E-10,3.06E-10,1.77E-10,5.21E-10,A
-1.23E-09,1,-0.122049751,9.76E-12,1.23E-10,2.77E-10,2.06E-10,4.93E-10,A
-1.05E-08,1,-1.041888118,8.70E-11,1.23E-10,3.54E-10,1.28E-10,5.70E-10,A
-9.53E-10,1,-0.09456375,7.45E-12,1.23E-10,2.75E-10,2.08E-10,4.90E-10,A
-1.43E-09,1,-0.141895239,1.14E-11,1.23E-10,2.79E-10,2.04E-10,4.94E-10,A
-4.67E-09,1,-0.463392144,3.84E-11,1.23E-10,3.06E-10,1.77E-10,5.21E-10,A
4.70E-09,1,0.466368967,-3.97E-11,1.23E-10,2.28E-10,2.55E-10,4.43E-10,A
1.18E-09,1,0.117088379,-1.03E-11,1.23E-10,2.57E-10,2.26E-10,4.73E-10,A
-1.53E-09,1,-0.151817983,1.23E-11,1.23E-10,2.79E-10,2.03E-10,4.95E-10,A
-1.39E-09,1,-0.137926141,1.11E-11,1.23E-10,2.78E-10,2.04E-10,4.94E-10,A
-1.06E-08,1,-1.051810862,8.78E-11,1.23E-10,3.55E-10,1.27E-10,5.71E-10,A
-1.42E-08,1,-1.409029645,1.18E-10,1.23E-10,3.85E-10,9.75E-11,6.01E-10,A
-4.51E-09,1,-0.447515753,3.71E-11,1.23E-10,3.04E-10,1.78E-10,5.20E-10,A
-8.16E-09,1,-0.809695909,6.75E-11,1.23E-10,3.35E-10,1.48E-10,5.51E-10,A
-1.16E-08,1,-1.151038301,9.62E-11,1.23E-10,3.63E-10,1.19E-10,5.79E-10,A
-5.05E-09,1,-0.501098571,4.16E-11,1.23E-10,3.09E-10,1.74E-10,5.25E-10,A
-7.96E-09,1,-0.789850421,6.58E-11,1.23E-10,3.33E-10,1.50E-10,5.49E-10,A
-2.08E-08,1,-2.063930747,1.73E-10,1.23E-10,4.40E-10,4.25E-11,6.56E-10,A
-1.12E-08,1,-1.111347326,9.28E-11,1.23E-10,3.60E-10,1.23E-10,5.76E-10,A
-1.45E-08,1,-1.438797877,1.20E-10,1.23E-10,3.88E-10,9.50E-11,6.03E-10,A
-5.13E-09,1,-0.509036766,4.23E-11,1.23E-10,3.09E-10,1.73E-10,5.25E-10,A
-1.11E-08,1,-1.101424582,9.20E-11,1.23E-10,3.59E-10,1.23E-10,5.75E-10,A
-1.08E-08,1,-1.07165635,8.95E-11,1.23E-10,3.57E-10,1.26E-10,5.73E-10,A
-1.11E-08,1,-1.101424582,9.20E-11,1.23E-10,3.59E-10,1.23E-10,5.75E-10,A
-8.09E-09,1,-0.802749988,6.69E-11,1.23E-10,3.34E-10,1.48E-10,5.50E-10,A
-4.74E-09,1,-0.470338065,3.90E-11,1.23E-10,3.06E-10,1.76E-10,5.22E-10,A
-3.93E-09,1,-0.389963838,3.23E-11,1.23E-10,2.99E-10,1.83E-10,5.15E-10,A
-1.37E-08,1,-1.359415925,1.14E-10,1.23E-10,3.81E-10,1.02E-10,5.97E-10,A
-8.96E-10,1,-0.088907786,6.98E-12,1.23E-10,2.74E-10,2.08E-10,4.90E-10,A
-1.02E-08,1,-1.012119886,8.45E-11,1.23E-10,3.52E-10,1.31E-10,5.68E-10,A
-6.75E-09,1,-0.669785219,5.58E-11,1.23E-10,3.23E-10,1.60E-10,5.39E-10,A
-1.04E-09,1,-0.103196537,8.17E-12,1.23E-10,2.75E-10,2.07E-10,4.91E-10,A
-7.33E-09,1,-0.727337134,6.06E-11,1.23E-10,3.28E-10,1.55E-10,5.44E-10,A
-7.33E-09,1,-0.727337134,6.06E-11,1.23E-10,3.28E-10,1.55E-10,5.44E-10,A
4.09E-09,1,0.45145746,-2.18E-11,1.17E-10,1.35E-10,2.09E-10,3.10E-10,C
4.08E-09,1,0.450353652,-2.18E-11,1.17E-10,1.35E-10,2.09E-10,3.10E-10,C
4.53E-09,1,0.500025011,-2.55E-11,1.17E-10,1.31E-10,2.13E-10,3.06E-10,C
4.62E-09,1,0.509959283,-2.63E-11,1.17E-10,1.31E-10,2.14E-10,3.06E-10,C
8.05E-09,1,0.888565417,-5.48E-11,1.17E-10,1.02E-10,2.42E-10,2.77E-10,C
5.40E-09,1,0.596056305,-3.28E-11,1.17E-10,1.24E-10,2.20E-10,2.99E-10,C
8.84E-09,1,0.975766247,-6.14E-11,1.17E-10,9.55E-11,2.49E-10,2.71E-10,C
5.81E-09,1,0.641312431,-3.62E-11,1.17E-10,1.21E-10,2.23E-10,2.96E-10,C
8.70E-09,1,0.960312935,-6.03E-11,1.17E-10,9.67E-11,2.48E-10,2.72E-10,C
-5.92E-10,1,-0.065345432,1.72E-11,1.17E-10,1.74E-10,1.70E-10,3.49E-10,C
-4.31E-09,1,-0.475741236,4.82E-11,1.17E-10,2.05E-10,1.39E-10,3.80E-10,C
-1.12E-09,1,-0.123626493,2.16E-11,1.17E-10,1.79E-10,1.66E-10,3.53E-10,C
8.19E-09,1,0.904018729,-5.60E-11,1.17E-10,1.01E-10,2.43E-10,2.76E-10,C
7.60E-09,1,0.838894058,-5.11E-11,1.17E-10,1.06E-10,2.38E-10,2.81E-10,C
7.60E-09,1,0.838894058,-5.11E-11,1.17E-10,1.06E-10,2.38E-10,2.81E-10,C
7.77E-09,1,0.857658794,-5.25E-11,1.17E-10,1.04E-10,2.40E-10,2.79E-10,C
4.96E-09,1,0.547488754,-2.91E-11,1.17E-10,1.28E-10,2.16E-10,3.03E-10,C
1.14E-08,1,1.258341087,-8.28E-11,1.17E-10,7.42E-11,2.70E-10,2.49E-10,C
1.01E-08,1,1.114846051,-7.19E-11,1.17E-10,8.50E-11,2.59E-10,2.60E-10,C
7.20E-09,1,0.794741739,-4.77E-11,1.17E-10,1.09E-10,2.35E-10,2.84E-10,C
1.01E-08,1,1.114846051,-7.19E-11,1.17E-10,8.50E-11,2.59E-10,2.60E-10,C
1.30E-09,1,0.143495036,1.42E-12,1.17E-10,1.58E-10,1.86E-10,3.33E-10,C
4.42E-09,1,0.487883123,-2.46E-11,1.17E-10,1.32E-10,2.12E-10,3.07E-10,C
1.07E-08,1,1.181074529,-7.69E-11,1.17E-10,8.00E-11,2.64E-10,2.55E-10,C
1.32E-09,1,0.145702652,1.25E-12,1.17E-10,1.58E-10,1.86E-10,3.33E-10,C
1.73E-09,1,0.190958779,-2.17E-12,1.17E-10,1.55E-10,1.89E-10,3.30E-10,C
4.43E-09,1,0.488986931,-2.47E-11,1.17E-10,1.32E-10,2.12E-10,3.07E-10,C
1.22E-09,1,0.134664573,2.08E-12,1.17E-10,1.59E-10,1.85E-10,3.34E-10,C
4.34E-09,1,0.47905266,-2.39E-11,1.17E-10,1.33E-10,2.11E-10,3.08E-10,C
-5.39E-09,1,-0.594952497,5.72E-11,1.17E-10,2.14E-10,1.30E-10,3.89E-10,C
4.22E-09,1,0.465806964,-2.29E-11,1.17E-10,1.34E-10,2.10E-10,3.09E-10,C
-2.38E-09,1,-0.262706297,3.21E-11,1.17E-10,1.89E-10,1.55E-10,3.64E-10,C
7.24E-10,1,0.079915697,6.22E-12,1.17E-10,1.63E-10,1.81E-10,3.38E-10,C
4.27E-09,1,0.471326004,-2.33E-11,1.17E-10,1.34E-10,2.11E-10,3.09E-10,C
-2.39E-09,1,-0.263810105,3.22E-11,1.17E-10,1.89E-10,1.55E-10,3.64E-10,C
4.59E-09,1,0.506647859,-2.60E-11,1.17E-10,1.31E-10,2.13E-10,3.06E-10,C
8.06E-09,1,0.889669225,-5.49E-11,1.17E-10,1.02E-10,2.42E-10,2.77E-10,C
1.74E-08,1,1.92062587,-1.33E-10,1.17E-10,2.42E-11,3.20E-10,1.99E-10,C
1.74E-08,1,1.92062587,-1.33E-10,1.17E-10,2.42E-11,3.20E-10,1.99E-10,C
2.03E-08,1,2.240730182,-1.57E-10,1.17E-10,0,3.44E-10,1.75E-10,C
1.41E-08,1,1.55636924,-1.05E-10,1.17E-10,5.17E-11,2.93E-10,2.27E-10,C
